Model,Explanation
Mistral 7B (Sentiment),India:0.0262; may:-0.0130; government:-0.0084; stock:0.0076; signals:0.0068; consumer:-0.0058; can:-0.0042; confidence:-0.0019; Markets:-0.0013; strategy:0.0006
Mistral 7B (Finetuned),short:-0.0835; affect:-0.0742; volatility:-0.0669; impact:-0.0605; term:0.0589; decrease:-0.0458; believe:-0.0400; around:0.0308; investment:0.0181; as:-0.0135
Mistral 7B (Finetuned),volatility:-0.0611; increased:0.0381; strong:0.0304; Increased:0.0240; potential:-0.0235; Volume:0.0223; downward:-0.0187; Volatility:-0.0169; Depending:0.0162; they:0.0141
Mistral 7B (Finetuned),performance:0.0170; a:0.0145; impact:-0.0116; growing:0.0105; of:0.0100; can:-0.0099; yours:-0.0086; demand:0.0085; fluctuations:-0.0084; to:-0.0064
Mistral 7B (Finetuned),investors:0.0052; indicates:0.0045; successes:0.0045; impressive:0.0042; s:0.0040; innovation:0.0040; on:0.0036; capital:0.0033; 4:0.0011; price:-0.0005
Mistral 7B (Finetuned),bearish:-0.0249; contribute:-0.0221; some:-0.0211; encompass:-0.0207; falters:-0.0206; economies:-0.0141; immediate:-0.0124; if:-0.0069; Safety:-0.0058; rates:-0.0018
Mistral 7B (Finetuned),bearish:-0.0363; HEK:0.0192; solid:0.0192; successful:0.0187; profit:-0.0150; signal:-0.0122; gain:0.0116; growing:0.0078; might:-0.0071; assess:-0.0067
Mistral 7B (Finetuned),fading:-0.0861; bearish:-0.0834; sense:-0.0412; trajectory:-0.0361; downward:-0.0359; imply:-0.0353; losses:-0.0300; continues:-0.0264; decreasing:-0.0193; sell:0.0121
Mistral 7B (Finetuned),invest:0.0083; investors:0.0071; solid:0.0058; upward:0.0058; gains:0.0051; trading:0.0045; lead:-0.0017; can:-0.0011; phrasing:-0.0010; bullflag:-0.0004
Mistral 7B (Finetuned),downward:-0.0437; worsen:-0.0305; losses:-0.0247; anticipate:-0.0232; prompt:-0.0230; reduced:-0.0210; has:-0.0171; panic:-0.0125; broader:0.0022; more:-0.0008
Mistral 7B (Finetuned),bearish:-0.0801; decline:-0.0754; affecting:-0.0531; stop:-0.0515; downward:-0.0460; short:-0.0339; falling:-0.0207; market:-0.0167; and:0.0121; 20ma:0.0055
Mistral 7B (Finetuned),bearish:-0.0547; decline:-0.0533; negative:-0.0474; Negative:-0.0268; decrease:-0.0260; investors:-0.0168; reinforcing:0.0108; Movement:0.0106; this:0.0083; see:-0.0015
Mistral 7B (Finetuned),volatility:-0.0567; upward:0.0224; Volatility:-0.0171; momentum:0.0144; that:0.0091; sentiment:0.0066; changes:-0.0050; around:0.0044; belief:0.0043; Continuation:-0.0013
Mistral 7B (Finetuned),hot:0.0598; losers:-0.0529; drop:-0.0457; volatility:-0.0363; performing:0.0315; lower:-0.0304; gains:0.0255; opportunity:0.0171; to:-0.0104; industries:-0.0050
Mistral 7B (Finetuned),term:0.0139; short:-0.0132; movements:0.0065; University:0.0057; stock:0.0057; price:0.0037; tweet:-0.0030; stop:0.0030; foster:0.0019; bank:-0.0018
Mistral 7B (Finetuned),growth:0.0063; Cuts:-0.0049; RBI:-0.0037; challenges:-0.0036; landscape:-0.0030; positive:0.0029; which:-0.0023; lower:-0.0021; profitability:0.0017; good:-0.0003
Mistral 7B (Finetuned),cut:-0.3685; to:-0.1129; output:-0.0841; lower:-0.0611; affect:-0.0539; companies:-0.0494; sell:-0.0359; willing:0.0322; countries:0.0111; beyond:0.0070
Mistral 7B (Finetuned),upward:0.0075; experiencing:0.0074; investors:0.0057; trading:0.0053; BVSN:0.0052; Market:0.0039; tweet:-0.0033; favorable:0.0027; can:-0.0013; a:-0.0001
Mistral 7B (Finetuned),upward:0.0123; stock:0.0090; term:0.0083; surpassed:0.0072; heightened:0.0070; and:0.0067; short:-0.0057; indication:0.0054; continued:0.0053; Upward:0.0048
Mistral 7B (Finetuned),lack:-0.0855; not:-0.0839; confidence:0.0654; a:-0.0574; volatility:-0.0559; negative:-0.0440; downward:-0.0440; mistake:-0.0437; lead:-0.0422; pressure:-0.0400
Mistral 7B (Finetuned),short:-0.1119; loss:-0.1019; decline:-0.0899; devalue:-0.0840; struggling:-0.0647; consumer:-0.0530; challenging:-0.0511; almost:-0.0461; term:0.0374; that:0.0083
Mistral 7B (Finetuned),growth:0.0123; confidence:0.0112; stock:0.0093; undervalued:-0.0084; performance:0.0063; potential:0.0062; caution:-0.0061; currently:0.0041; publicly:0.0040; potentially:0.0031
Mistral 7B (Finetuned),stock:0.0130; Increased:0.0078; breakout:0.0078; upward:0.0074; pattern:-0.0073; reversal:-0.0067; s:0.0064; of:0.0055; resistance:-0.0021; the:-0.0002
Mistral 7B (Finetuned),shorting:-0.1009; decline:-0.0716; bearish:-0.0711; adversely:-0.0245; stay:-0.0232; 3:0.0126; implies:0.0069; In:0.0045; volume:0.0029; the:-0.0017
Mistral 7B (Finetuned),stop:-0.1340; decline:-0.0697; concern:-0.0558; volatility:-0.0508; trading:-0.0499; to:-0.0447; not:0.0354; rebound:0.0259; opportunity:0.0221; well:0.0149
Mistral 7B (Finetuned),short:-0.0856; declines:-0.0734; Short:-0.0392; fluctuations:-0.0320; losses:-0.0309; plan:-0.0275; to:-0.0244; affecting:-0.0128; inform:0.0078; add:0.0048
Mistral 7B (Finetuned),growth:0.0063; is:0.0054; and:0.0039; strong:0.0032; of:0.0028; for:-0.0023; favorable:0.0022; this:0.0022; Companies:-0.0019; company:-0.0007
Mistral 7B (Finetuned),bearish:-0.1007; short:-0.0636; affecting:-0.0445; risk:-0.0401; reversal:-0.0380; price:-0.0340; highs:0.0150; new:0.0090; why:0.0073; prompting:-0.0037
Mistral 7B (Finetuned),joblessness:-0.1220; those:-0.0416; inflation:-0.0412; trouble:-0.0382; the:-0.0325; vulnerable:-0.0288; portfolios:-0.0237; from:-0.0111; If:0.0041; economy:0.0005
Mistral 7B (Finetuned),declines:-0.1568; decline:-0.1441; weakness:-0.0852; making:-0.0424; of:-0.0420; losses:-0.0378; lack:-0.0366; sell:0.0313; 1:0.0092; Broadening:0.0090
Mistral 7B (Finetuned),instability:-0.0975; reduced:-0.0755; slowdown:-0.0685; slow:-0.0665; lower:-0.0607; differently:-0.0457; Stability:-0.0419; off:-0.0397; sectors:-0.0370; market:-0.0049
Mistral 7B (Finetuned),growth:0.0389; stock:0.0181; development:0.0161; overvalued:-0.0131; investors:0.0131; undervalued:-0.0129; in:0.0096; disagree:-0.0064; believe:-0.0055; risk:-0.0028
Mistral 7B (Finetuned),growth:0.0081; investors:0.0070; engaging:0.0051; indicates:0.0036; or:-0.0035; on:0.0035; buzz:0.0034; intrigue:-0.0026; This:-0.0025; tweet:-0.0017
Mistral 7B (Finetuned),Potential:0.0062; operational:0.0057; buy:0.0052; gains:0.0051; better:0.0049; investor:0.0041; trends:0.0029; short:-0.0017; The:0.0010; Short:-0.0004
Mistral 7B (Finetuned),decline:-0.0671; bearish:-0.0654; investors:-0.0378; could:-0.0357; tweet:-0.0339; options:-0.0334; betting:-0.0276; performing:0.0037; capitalize:0.0029; to:-0.0011
Mistral 7B (Finetuned),troubling:-0.1777; short:-0.1040; Short:-0.0977; shorted:-0.0937; despite:0.0775; investors:-0.0668; can:-0.0458; the:-0.0398; potential:0.0302; improving:0.0224
Mistral 7B (Finetuned),potential:0.0190; in:0.0168; DOV:0.0150; and:0.0142; underperforming:-0.0110; rise:0.0099; Performance:0.0089; removing:-0.0047; stocks:-0.0046; Removing:-0.0044
Mistral 7B (Finetuned),growth:0.0207; volume:0.0206; term:0.0179; upward:0.0168; short:-0.0153; reversal:-0.0128; diminishes:-0.0128; to:-0.0080; occurs:-0.0033; pattern:-0.0003
Mistral 7B (Finetuned),past:0.0092; indicates:0.0073; Growth:0.0065; CHE:0.0062; and:0.0060; outperforming:-0.0040; sector:0.0015; For:0.0011; a:0.0010; for:0.0009
Mistral 7B (Finetuned),NH:0.0076; stock:0.0073; positive:0.0071; Indicators:0.0065; shares:0.0051; trend:-0.0034; tweet:0.0021; Community:-0.0007; volatility:0.0007; the:-0.0001
Mistral 7B (Finetuned),negative:-0.1414; declines:-0.0836; bearish:-0.0712; downward:-0.0655; waning:-0.0593; reversal:-0.0416; was:0.0380; trend:-0.0361; doing:-0.0356; Investors:-0.0069
Mistral 7B (Finetuned),term:0.0789; short:-0.0513; further:0.0213; movement:0.0190; among:0.0085; s:0.0072; based:0.0052; 2:-0.0030; volatility:-0.0008; Timing:0.0004
Mistral 7B (Finetuned),Google:-0.0054; advanced:0.0041; indicate:0.0037; growth:0.0033; subscriptions:0.0032; influence:-0.0027; can:0.0012; preferences:0.0006; often:0.0005; This:0.0001
Mistral 7B (Finetuned),weakening:-0.0162; upward:0.0146; performance:0.0124; Research:0.0098; changes:-0.0092; increase:0.0089; despite:-0.0082; influence:-0.0076; short:-0.0035; conduct:-0.0022
Mistral 7B (Finetuned),stock:0.0067; gained:0.0066; above:0.0056; barrier:-0.0053; upward:0.0052; its:0.0052; growth:0.0050; leading:0.0038; often:-0.0026; can:-0.0016
Mistral 7B (Finetuned),lower:-0.0381; stock:0.0302; growth:0.0216; potential:0.0213; under:-0.0133; overlooked:-0.0126; missed:-0.0106; opportunity:-0.0097; missing:-0.0088; price:-0.0060
Mistral 7B (Finetuned),stock:0.0089; following:0.0076; of:0.0074; and:0.0069; performance:0.0064; term:0.0063; gains:0.0047; volatility:-0.0033; short:-0.0004; self:0.0001
Mistral 7B (Finetuned),panic:-0.1818; Instability:-0.1313; company:-0.0999; may:-0.0889; lead:-0.0745; strong:0.0744; lower:-0.0703; fluctuate:-0.0681; solid:0.0467; highlights:0.0098
Mistral 7B (Finetuned),unsustainable:-0.0236; gains:0.0177; short:-0.0169; term:0.0144; upward:0.0122; quick:0.0087; crossovers:0.0083; Increased:0.0076; Engagement:0.0068; the:-0.0067
Mistral 7B (Finetuned),shorting:-0.0789; short:-0.0462; losses:-0.0359; negative:-0.0330; indicators:-0.0314; stock:-0.0297; concerns:-0.0280; might:-0.0184; towards:0.0117; this:0.0054
Mistral 7B (Finetuned),mixed:-0.0383; weaker:-0.0375; erode:-0.0254; about:-0.0249; positions:-0.0164; stocks:-0.0122; implies:-0.0101; sell:-0.0072; confidence:-0.0042; into:-0.0014
Mistral 7B (Finetuned),decline:-0.1089; downward:-0.0819; negative:-0.0810; down:-0.0775; recovery:0.0595; lack:-0.0504; declines:-0.0359; might:-0.0355; summary:-0.0275; company:0.0198
Mistral 7B (Finetuned),downturn:-0.1127; downward:-0.1064; barrier:-0.0943; to:-0.0829; lack:-0.0786; increase:0.0731; overvalued:-0.0722; might:-0.0472; drops:-0.0281; a:-0.0268
Mistral 7B (Finetuned),negative:-0.0514; negatively:-0.0361; downturn:-0.0309; decreased:-0.0274; disappointment:-0.0254; investors:-0.0254; Emotional:-0.0046; at:-0.0022; about:0.0021; than:-0.0004
Mistral 7B (Finetuned),downturn:-0.0560; despite:0.0503; recovery:0.0324; of:0.0311; potential:0.0265; setback:-0.0250; believes:0.0247; volatility:-0.0193; lower:-0.0150; face:-0.0082
Mistral 7B (Finetuned),bearish:-0.1006; decline:-0.0897; drop:-0.0868; Short:-0.0430; expect:-0.0407; often:-0.0329; point:-0.0269; rebound:0.0166; confidence:0.0148; crosses:-0.0134
Mistral 7B (Finetuned),decline:-0.1055; declines:-0.0437; unfavorably:-0.0427; Negative:-0.0425; challenges:-0.0354; Decline:-0.0306; off:-0.0287; ahead:0.0129; strategy:0.0056; a:0.0052
Mistral 7B (Finetuned),improving:0.0108; performance:0.0093; continuing:0.0081; tweet:0.0073; strong:0.0069; Investors:0.0058; suggests:-0.0007; undervalued:0.0005; when:0.0004; may:0.0002
Mistral 7B (Finetuned),short:-0.0668; bearish:-0.0392; decline:-0.0300; negative:-0.0280; downward:-0.0181; overvalued:-0.0159; may:-0.0154; other:0.0121; potential:0.0036; hedge:-0.0005
Mistral 7B (Finetuned),adverse:-0.0184; BAC:0.0158; candidate:0.0112; prospects:0.0097; it:0.0094; strong:0.0074; resilient:-0.0067; fluctuations:-0.0066; Aversion:-0.0049; might:-0.0042
DeepSeek R1 (Distill Qwen 32B),s:0.0098; the:0.0079; which:0.0053; Positive:0.0050; future:0.0048; growth:0.0040; Investors:0.0038; foster:0.0034; investors:0.0033; to:-0.0015
DeepSeek R1 (Distill Qwen 32B),declining:-0.0714; drops:-0.0703; downward:-0.0603; levels:-0.0474; further:-0.0461; s:-0.0446; 3:-0.0386; 2:-0.0357; selling:-0.0176; minimize:-0.0019
DeepSeek R1 (Distill Qwen 32B),term:0.0485; short:-0.0396; strategic:0.0190; using:0.0184; user:0.0180; cue:0.0161; view:0.0104; frame:0.0093; Short:-0.0077; recent:-0.0036
DeepSeek R1 (Distill Qwen 32B),climb:0.0040; tech:0.0037; positive:0.0035; investors:0.0035; more:0.0024; push:0.0015; indices:-0.0011; often:-0.0007; S:0.0005; Lastly:0.0002
DeepSeek R1 (Distill Qwen 32B),lack:-0.0099; mixture:0.0088; momentum:0.0078; The:0.0075; stock:0.0065; from:0.0059; if:0.0058; suggest:-0.0027; reduce:-0.0023; of:-0.0003
DeepSeek R1 (Distill Qwen 32B),Based:0.0027; a:0.0024; periods:0.0022; perform:0.0020; drive:0.0020; investor:0.0020; the:0.0016; long:0.0014; likely:0.0009; term:0.0002
DeepSeek R1 (Distill Qwen 32B),the:0.0042; tweet:0.0038; stock:0.0036; a:0.0030; The:0.0026; increased:0.0024; trend:0.0022; trading:0.0009; Corporation:0.0007; VNG:0.0001
DeepSeek R1 (Distill Qwen 32B),decline:-0.3176; down:-0.1098; negative:-0.1045; slump:-0.0811; declines:-0.0699; reality:-0.0671; tweet:-0.0656; stable:0.0433; 4:0.0232; an:0.0209
DeepSeek R1 (Distill Qwen 32B),declines:-0.2579; negative:-0.1543; losses:-0.1074; fear:-0.0914; of:-0.0708; correction:-0.0603; involves:-0.0585; with:-0.0478; imminent:-0.0059; around:0.0039
DeepSeek R1 (Distill Qwen 32B),up:0.0050; investors:0.0045; not:0.0039; GMC:0.0038; attractive:0.0038; above:0.0036; could:0.0035; based:0.0029; limiting:0.0020; weakness:0.0001
DeepSeek R1 (Distill Qwen 32B),positive:0.0090; company:0.0078; investors:0.0072; investor:0.0066; enthusiasm:0.0062; buy:0.0057; considering:0.0045; ambiguity:-0.0005; Lack:0.0003; considered:0.0002
DeepSeek R1 (Distill Qwen 32B),rising:0.0036; 6:0.0030; strong:0.0023; which:0.0018; If:0.0015; Momentum:0.0014; suggesting:0.0014; gains:0.0007; Given:-0.0005; A:0.0003
DeepSeek R1 (Distill Qwen 32B),short:-0.2709; downward:-0.1048; imminent:-0.0968; decrease:-0.0796; losses:-0.0754; 3:-0.0558; performance:0.0090; Sentiment:-0.0087; Risk:0.0067; indicates:0.0061
DeepSeek R1 (Distill Qwen 32B),losses:-0.0949; negative:-0.0759; bleak:-0.0736; sector:-0.0609; decreased:-0.0529; Market:-0.0451; Investors:-0.0300; off:-0.0232; aviation:-0.0111; market:-0.0096
DeepSeek R1 (Distill Qwen 32B),negative:-0.0518; the:-0.0314; affect:-0.0264; ambiguous:-0.0254; In:-0.0203; account:0.0152; This:0.0129; underlying:-0.0103; exit:0.0032; 1:-0.0010
DeepSeek R1 (Distill Qwen 32B),down:-0.0681; favorable:0.0387; if:-0.0378; movements:0.0317; not:-0.0273; drive:-0.0269; looking:-0.0226; Volatility:0.0165; happening:0.0136; Profit:0.0077
DeepSeek R1 (Distill Qwen 32B),down:-0.1527; declining:-0.1351; lows:-0.1249; sentiment:-0.1112; concerns:-0.0761; see:-0.0701; long:-0.0589; rebound:-0.0290; NG:-0.0224; turnaround:-0.0049
DeepSeek R1 (Distill Qwen 32B),decline:-0.2392; decrease:-0.1452; downturn:-0.1291; unfavorable:-0.0733; a:-0.0538; could:-0.0458; or:0.0435; establishment:0.0354; selling:0.0247; response:0.0203
DeepSeek R1 (Distill Qwen 32B),declines:-0.1708; affect:-0.0734; harming:-0.0684; Concerns:-0.0676; taxes:-0.0648; burdens:-0.0517; may:-0.0395; sell:0.0198; Viability:0.0159; investor:-0.0038
DeepSeek R1 (Distill Qwen 32B),stock:0.0043; traders:0.0040; buy:0.0039; term:0.0037; follow:0.0033; upward:0.0032; indicates:0.0025; looking:0.0023; others:-0.0007; Short:-0.0004
DeepSeek R1 (Distill Qwen 32B),delay:-0.0248; pandemic:-0.0240; recovering:0.0188; crisis:-0.0174; delayed:-0.0139; the:-0.0138; making:0.0105; be:-0.0009; can:-0.0005; If:0.0003
DeepSeek R1 (Distill Qwen 32B),better:0.0195; be:0.0182; excitement:0.0156; motivate:0.0138; losses:-0.0123; instability:-0.0109; AAP:-0.0108; perceived:-0.0082; away:-0.0075; negative:-0.0073
DeepSeek R1 (Distill Qwen 32B),upward:0.0081; buy:0.0060; be:0.0060; up:0.0057; selling:0.0053; They:0.0052; confidence:0.0050; uncertainty:-0.0042; weaker:-0.0016; pressure:-0.0005
DeepSeek R1 (Distill Qwen 32B),CSOD:-0.0046; growth:0.0026; further:0.0023; prompt:0.0023; collaborations:0.0022; proactive:0.0017; market:0.0012; to:0.0007; NGOs:0.0001; or:-0.0001
DeepSeek R1 (Distill Qwen 32B),resilience:0.0257; is:0.0198; might:-0.0187; which:0.0171; recovery:0.0144; strong:0.0136; past:-0.0130; challenges:-0.0118; express:0.0118; be:0.0069
DeepSeek R1 (Distill Qwen 32B),stock:0.0139; blog:0.0120; inspiring:0.0107; positive:0.0093; s:0.0080; potential:0.0080; encourage:0.0075; could:0.0067; good:0.0059; negative:-0.0048
DeepSeek R1 (Distill Qwen 32B),strong:0.1209; pitfalls:-0.0682; term:0.0677; weak:-0.0420; in:0.0358; market:-0.0331; not:-0.0331; short:-0.0318; momentum:0.0284; The:0.0224
DeepSeek R1 (Distill Qwen 32B),short:-0.1521; decline:-0.0920; shorting:-0.0821; unsustainable:-0.0688; why:-0.0568; tweet:-0.0542; bearish:-0.0458; at:-0.0402; points:0.0153; Price:-0.0044
DeepSeek R1 (Distill Qwen 32B),increase:0.0165; investors:0.0152; In:0.0145; averse:0.0118; improve:0.0115; not:-0.0108; could:-0.0038; tweet:-0.0025; those:-0.0014; affect:-0.0005
DeepSeek R1 (Distill Qwen 32B),investors:0.0042; stock:0.0040; there:0.0035; tweet:0.0032; positive:0.0032; good:0.0029; Timing:0.0026; Confidence:0.0025; information:0.0019; provide:0.0010
DeepSeek R1 (Distill Qwen 32B),AIG:0.0136; stock:0.0101; performance:0.0095; rise:0.0093; Positive:0.0066; crucial:0.0066; negative:-0.0043; downturn:-0.0029; price:-0.0006; Reactionary:0.0005
DeepSeek R1 (Distill Qwen 32B),term:0.0126; BAC:0.0114; it:0.0089; 11:0.0087; betting:0.0060; Interest:0.0059; perceived:0.0050; short:-0.0042; fall:-0.0032; activity:0.0007
DeepSeek R1 (Distill Qwen 32B),negative:-0.1661; short:-0.1572; loss:-0.1312; question:-0.0891; squeeze:0.0578; not:-0.0569; declines:-0.0551; missed:-0.0378; news:-0.0173; factors:0.0093
DeepSeek R1 (Distill Qwen 32B),PO:0.0045; favorable:0.0032; perking:0.0031; Investors:0.0031; momentum:0.0030; position:0.0029; stocks:0.0024; or:0.0016; price:0.0013; volume:0.0004
DeepSeek R1 (Distill Qwen 32B),achieved:0.0047; confidence:0.0046; stock:0.0043; peak:0.0042; term:0.0041; positive:0.0039; shown:0.0035; realize:0.0033; indicating:0.0033; short:-0.0006
DeepSeek R1 (Distill Qwen 32B),short:-0.1639; negative:-0.0700; downward:-0.0548; warrant:-0.0525; already:-0.0455; this:-0.0425; consider:-0.0334; cautious:-0.0062; it:-0.0046; here:-0.0006
DeepSeek R1 (Distill Qwen 32B),company:0.0038; positive:0.0037; conference:0.0036; stock:0.0034; the:0.0031; want:0.0028; current:0.0012; to:0.0007; concerned:0.0005; short:0.0003
DeepSeek R1 (Distill Qwen 32B),decline:-0.1789; declines:-0.1220; downturn:-0.1119; downward:-0.1062; short:-0.0945; unfavorable:-0.0857; bearish:-0.0851; prevent:0.0235; test:0.0230; in:0.0157
DeepSeek R1 (Distill Qwen 32B),positive:0.1364; downgrade:-0.1167; downward:-0.0668; negatively:-0.0488; term:0.0423; can:-0.0312; Technologies:0.0146; s:0.0106; growth:0.0054; awaited:-0.0037
DeepSeek R1 (Distill Qwen 32B),Obama:0.0103; the:0.0074; or:0.0070; evaluate:0.0069; increases:0.0053; market:-0.0053; investor:0.0052; might:0.0040; impact:0.0012; Squeezing:-0.0007
DeepSeek R1 (Distill Qwen 32B),stock:0.0094; movement:0.0068; upward:0.0059; buying:0.0055; investors:0.0047; when:0.0045; compelling:0.0043; towards:0.0036; stocks:0.0017; narrative:0.0002
DeepSeek R1 (Distill Qwen 32B),decrease:-0.0423; done:0.0204; term:0.0172; likely:0.0129; If:0.0118; indicate:0.0111; assertion:0.0106; economic:-0.0102; contrarian:-0.0096; will:-0.0017
DeepSeek R1 (Distill Qwen 32B),the:0.0072; Volume:0.0054; Big:0.0054; s:0.0052; stock:0.0051; weekend:0.0044; notably:0.0037; information:0.0017; downward:-0.0012; big:0.0009
DeepSeek R1 (Distill Qwen 32B),consistent:0.0040; the:0.0033; day:0.0028; significant:0.0027; confidence:0.0027; shaping:0.0026; they:0.0020; Investor:0.0020; lead:0.0017; s:0.0000
DeepSeek R1 (Distill Qwen 32B),the:0.0041; s:0.0036; may:0.0033; The:0.0031; want:0.0026; within:0.0025; having:0.0017; underlying:0.0010; attractive:0.0008; buys:0.0008
DeepSeek R1 (Distill Qwen 32B),concerns:-0.0545; investors:-0.0506; February:-0.0493; impact:-0.0473; a:-0.0458; and:-0.0413; easing:-0.0346; about:-0.0330; with:-0.0180; aligned:-0.0016
DeepSeek R1 (Distill Qwen 32B),the:0.0039; HEK:0.0035; successful:0.0034; trade:0.0031; growth:0.0031; strategy:0.0030; overall:0.0016; movement:-0.0005; to:0.0003; net:0.0001
DeepSeek R1 (Distill Qwen 32B),fading:-0.2045; driving:-0.1169; down:-0.1005; downward:-0.0975; lacks:-0.0935; investors:-0.0799; bearish:-0.0621; overreaction:-0.0559; Short:-0.0484; recovery:-0.0036
DeepSeek R1 (Distill Qwen 32B),the:0.0032; investors:0.0026; tweet:0.0026; Technical:0.0024; a:0.0023; reinforce:0.0019; gains:0.0018; optimism:0.0016; NKD:0.0008; to:-0.0002
DeepSeek R1 (Distill Qwen 32B),downward:-0.2347; reduced:-0.0620; panic:-0.0577; concerns:-0.0561; reflects:-0.0527; implications:-0.0408; losses:-0.0371; Overall:0.0150; recover:0.0134; indicate:-0.0121
DeepSeek R1 (Distill Qwen 32B),downward:-0.1991; decline:-0.1168; falling:-0.1123; affecting:-0.0945; tweet:-0.0798; average:-0.0574; may:-0.0568; FMD:0.0361; proactive:0.0080; term:0.0067
DeepSeek R1 (Distill Qwen 32B),decline:-0.2196; lack:-0.1510; negative:-0.0853; downward:-0.0690; down:-0.0627; who:-0.0547; suggests:-0.0375; losses:-0.0274; their:0.0223; selling:0.0175
DeepSeek R1 (Distill Qwen 32B),setups:0.0050; buy:0.0044; positive:0.0039; Setup:0.0038; stock:0.0037; belief:0.0034; resulted:0.0034; the:0.0032; in:0.0031; capitalize:0.0027
DeepSeek R1 (Distill Qwen 32B),drop:-0.0279; are:0.0250; avoid:0.0246; hot:0.0235; gaining:0.0175; decline:-0.0133; substantial:0.0116; losses:-0.0097; could:-0.0037; compelled:0.0015
DeepSeek R1 (Distill Qwen 32B),the:0.0034; Michigan:0.0027; stock:0.0025; signals:0.0023; strategy:0.0021; among:0.0020; 6:0.0018; Collaborating:0.0015; more:0.0014; university:-0.0000
DeepSeek R1 (Distill Qwen 32B),RBI:0.0064; potential:0.0025; invest:0.0025; Investors:0.0019; 4:0.0017; response:0.0015; as:0.0010; economic:-0.0009; have:0.0009; to:0.0008
DeepSeek R1 (Distill Qwen 32B),cut:-0.2340; output:-0.1279; to:-0.1110; agreement:0.0816; in:0.0606; cuts:-0.0489; lower:-0.0445; others:-0.0369; short:-0.0326; bullish:0.0061
DeepSeek R1 (Distill Qwen 32B),stock:0.0040; the:0.0034; tweet:0.0033; stabilized:0.0032; 4:0.0031; intraday:0.0029; figure:0.0023; Target:0.0018; regarding:0.0014; BVSN:-0.0004
DeepSeek R1 (Distill Qwen 32B),tweet:0.0050; stock:0.0040; investor:0.0035; in:0.0035; the:0.0034; about:0.0026; level:0.0023; how:0.0012; WMT:0.0003; s:0.0001
DeepSeek R1 (Distill Qwen 32B),pressure:-0.1569; lack:-0.1328; downward:-0.1065; concerns:-0.0877; lead:-0.0874; could:-0.0868; negatively:-0.0749; confidence:0.0465; encourage:0.0211; reflects:-0.0067
DeepSeek R1 (Distill Qwen 32B),decline:-0.2172; loss:-0.1699; continued:-0.0844; struggling:-0.0836; growth:0.0812; short:-0.0646; gross:-0.0526; if:0.0495; The:-0.0439; term:0.0298
DeepSeek R1 (Distill Qwen 32B),the:0.0039; stock:0.0037; confidence:0.0034; investors:0.0030; this:0.0029; opportunities:0.0027; being:0.0026; tweet:0.0025; motivate:0.0021; or:0.0012
DeepSeek R1 (Distill Qwen 32B),stock:0.0042; these:0.0033; Overall:0.0031; traders:0.0026; 8:0.0025; the:0.0025; be:0.0021; participants:0.0021; amplify:0.0019; significant:0.0018
DeepSeek R1 (Distill Qwen 32B),shorting:-0.3528; decline:-0.1556; a:-0.0708; lead:-0.0624; management:-0.0545; market:-0.0431; trading:-0.0372; dynamics:0.0362; is:0.0175; indicates:0.0115
DeepSeek R1 (Distill Qwen 32B),decline:-0.0138; with:0.0125; not:0.0115; guide:0.0107; cautious:0.0098; Ultimately:0.0070; stop:-0.0063; concern:-0.0024; to:-0.0023; level:-0.0011
DeepSeek R1 (Distill Qwen 32B),declines:-0.2007; short:-0.1833; decrease:-0.0836; down:-0.0705; losses:-0.0628; signals:-0.0617; stock:-0.0521; this:-0.0394; indicator:0.0075; choose:0.0004
DeepSeek R1 (Distill Qwen 32B),statement:0.0032; a:0.0030; tweet:0.0028; 6:0.0028; Here:0.0027; on:0.0016; actively:0.0013; as:0.0009; or:-0.0002; is:-0.0001
DeepSeek R1 (Distill Qwen 32B),short:-0.2091; bearish:-0.1082; skeptical:-0.0966; could:-0.0795; faltering:-0.0685; weaken:-0.0670; the:-0.0667; back:-0.0663; risks:-0.0640; outlook:0.0183
DeepSeek R1 (Distill Qwen 32B),joblessness:-0.1967; negative:-0.1002; reduces:-0.0931; gold:-0.0809; may:-0.0579; to:-0.0504; thus:-0.0491; inflationary:-0.0348; shift:0.0097; stimulate:0.0085
DeepSeek R1 (Distill Qwen 32B),down:-0.1496; declines:-0.1319; decline:-0.1202; lack:-0.1174; further:-0.0783; driving:-0.0654; weakness:-0.0610; trading:-0.0490; uncertainty:-0.0458; community:-0.0446
DeepSeek R1 (Distill Qwen 32B),slowdown:-0.1495; instability:-0.1082; reduced:-0.0775; emergency:-0.0742; to:-0.0535; government:-0.0440; tighter:0.0428; encouraged:0.0311; that:0.0141; portfolios:0.0021
DeepSeek R1 (Distill Qwen 32B),stock:0.0041; this:0.0034; in:0.0034; investor:0.0033; confidence:0.0031; tweet:0.0029; which:0.0024; increased:0.0022; or:0.0008; either:0.0007
DeepSeek R1 (Distill Qwen 32B),positive:0.0028; GMX:0.0023; occurred:0.0023; tweet:0.0023; the:0.0020; if:0.0017; Trends:0.0017; vague:0.0005; or:0.0003; rise:0.0002
DeepSeek R1 (Distill Qwen 32B),the:0.0040; Wells:0.0033; look:0.0022; stability:0.0020; seeing:0.0018; positive:0.0016; Continuation:0.0014; combination:0.0012; Fargo:-0.0007; summary:0.0003
